Unit,Collab Institution,Collab Unit,Collaborators,Co-Authored Articles,Co-Authored Books,Co-Authored Chapters,Co-Authored Conference Proceedings,Co-Authored Grants,Co-Authored Patents,Co-Authored Trials
"Mechanical Engineering, Department of",Pennsylvania State University - University Park,"Chemistry, Department of",1,1,0,0,0,0,1,0
"Mechanical Engineering, Department of",Pennsylvania State University - University Park,"Industrial and Manufacturing Engineering, Department of",1,1,0,0,0,0,0,0
"Mechanical Engineering, Department of",Pennsylvania State University - University Park,"Materials Science and Engineering, Department of",1,3,0,0,0,0,0,0
"Mechanical Engineering, Department of",Pennsylvania State University - University Park,"Mathematics, Department of",1,1,0,0,0,0,0,0
"Mechanical Engineering, Department of",Pennsylvania State University - University Park,"Physics, Department of",3,39,0,0,0,0,0,0
"Mechanical Engineering, Department of",Pennsylvania State University - University Park,"Biochemistry and Molecular Biology, Department of",1,1,0,0,0,0,0,0
"Mechanical Engineering, Department of",Pennsylvania State University - University Park,"Agricultural and Biological Engineering, Department of",1,1,0,0,0,0,0,0
"Mechanical Engineering, Department of",Pennsylvania State University - University Park,"Engineering Science and Mechanics, Department of",2,5,0,0,0,0,0,0
"Mechanical Engineering, Department of",Pennsylvania State University - University Park,"Mechanical Engineering, Department of",1,1,0,0,0,0,0,0
"Mechanical Engineering, Department of",Pennsylvania State University - University Park,"Engineering Design, Technology, and Professional Programs, School of",1,5,0,0,2,0,0,0
"Mechanical Engineering, Department of",Montclair State University,"Physics and Astronomy, Department of",3,39,0,0,0,0,0,0
"Mechanical Engineering, Department of",American University,"Physics, Department of",1,39,0,0,0,0,0,0
"Mechanical Engineering, Department of","University of California, Merced","Materials Science and Engineering, Department of",1,1,0,0,0,0,0,0
"Mechanical Engineering, Department of","University of California, Merced","Chemical and Materials Engineering, Department of",1,1,0,0,0,0,0,0
"Mechanical Engineering, Department of",Colorado State University,"Chemistry, Department of",1,2,0,0,0,0,0,0
"Mechanical Engineering, Department of",Colorado State University,"Clinical Sciences, Department of",1,1,0,0,0,0,0,0
"Mechanical Engineering, Department of",Colorado State University,"Electrical and Computer Engineering, Department of",1,24,0,0,0,0,0,0
"Mechanical Engineering, Department of",Colorado State University,"Environmental and Radiological Health Sciences, Department of",1,1,0,0,0,0,0,0
"Mechanical Engineering, Department of",Louisiana State University,"Physics and Astronomy, Department of",4,40,0,0,0,0,0,0
"Mechanical Engineering, Department of",University of San Diego,"Mechanical Engineering, Department of",1,1,0,0,0,0,2,0
"Mechanical Engineering, Department of",Virginia Polytechnic Institute and State University,"Aerospace and Ocean Engineering, Department of",1,0,0,0,0,1,0,0
"Mechanical Engineering, Department of",Virginia Polytechnic Institute and State University,"Chemical Engineering, Department of",1,0,0,0,0,0,1,0
"Mechanical Engineering, Department of",Virginia Polytechnic Institute and State University,"Engineering Education, Department of",1,1,0,0,0,0,0,0
"Mechanical Engineering, Department of",Virginia Polytechnic Institute and State University,"Electrical and Computer Engineering, Department of",1,1,0,0,1,0,0,0
"Mechanical Engineering, Department of",Virginia Polytechnic Institute and State University,"Plant and Environmental Sciences, School of",1,1,0,0,0,0,0,0
"Mechanical Engineering, Department of",University of Colorado Denver,"Mechanical Engineering, Department of",1,0,0,0,1,0,0,0
"Mechanical Engineering, Department of",Arizona State University,"Physics, Department of",1,1,0,0,0,0,1,0
"Mechanical Engineering, Department of",Arizona State University,"Biological and Health Systems Engineering, School of",1,0,0,0,0,0,1,0
"Mechanical Engineering, Department of",Arizona State University,"Electrical, Computer and Energy Engineering, School of",1,1,0,0,0,0,0,0
"Mechanical Engineering, Department of",Arizona State University,"Sustainability, School of",1,0,0,0,0,1,0,0
"Mechanical Engineering, Department of",Arizona State University,"Engineering of Matter, Transport and Energy, School for - Chemical Engineering Faculty",1,0,0,0,0,1,0,0
"Mechanical Engineering, Department of",Arizona State University,"Polytechnic School, The",1,2,0,0,4,0,1,0
"Mechanical Engineering, Department of",Arizona State University,"Engineering of Matter, Transport and Energy, School for - Aerospace and Mechanical Engineering Faculty",2,3,0,0,1,0,2,0
"Mechanical Engineering, Department of",Arizona State University,"Complex Adaptive Systems, School of",1,0,0,0,0,1,0,0
"Mechanical Engineering, Department of",Arizona State University,"Health Solutions, College of",1,0,0,0,0,0,2,0
"Mechanical Engineering, Department of",University of Wisconsin - Madison,"Biomedical Engineering, Department of",1,0,0,0,0,0,1,0
"Mechanical Engineering, Department of",University of Wisconsin - Madison,"Chemical and Biological Engineering, Department of",2,1,0,0,0,0,2,0
"Mechanical Engineering, Department of",University of Wisconsin - Madison,"Computer Sciences, Department of",1,1,0,0,0,0,0,0
"Mechanical Engineering, Department of",University of Wisconsin - Madison,"Electrical and Computer Engineering, Department of",2,3,0,0,0,0,0,0
"Mechanical Engineering, Department of",University of Wisconsin - Madison,"Industrial and Systems Engineering, Department of",1,0,0,0,2,0,0,0
"Mechanical Engineering, Department of",University of Wisconsin - Madison,"Kinesiology, Department of",1,2,0,0,0,0,0,0
"Mechanical Engineering, Department of",University of Wisconsin - Madison,"Materials Science and Engineering, Department of",1,1,0,0,0,0,0,0
"Mechanical Engineering, Department of",University of Wisconsin - Madison,"Mathematics, Department of",1,1,0,0,0,0,0,0
"Mechanical Engineering, Department of",University of Wisconsin - Madison,"Mechanical Engineering, Department of",6,8,0,0,0,0,2,0
"Mechanical Engineering, Department of",University of Wisconsin - Madison,"Medical Microbiology and Immunology, Department of",1,1,0,0,0,0,0,0
"Mechanical Engineering, Department of",University of Wisconsin - Madison,"Pharmacy, School of",1,0,0,0,0,0,3,0
"Mechanical Engineering, Department of",University of Wisconsin - Madison,"Physics, Department of",2,5,0,0,0,0,0,0
"Mechanical Engineering, Department of",Oregon State University,"Chemistry, Department of",1,1,0,0,0,0,0,0
"Mechanical Engineering, Department of",Oregon State University,"Mechanical, Industrial and Manufacturing Engineering, School of",1,0,0,0,1,0,0,0
"Mechanical Engineering, Department of",University of Michigan,"Aerospace Engineering, Department of",1,0,0,0,1,0,0,0
"Mechanical Engineering, Department of",University of Michigan,"Chemical Engineering, Department of",4,2,0,0,0,1,2,0
"Mechanical Engineering, Department of",University of Michigan,"Materials Science and Engineering, Department of",2,0,0,0,0,1,1,0
"Mechanical Engineering, Department of",University of Michigan,"Mechanical Engineering, Department of",2,1,0,0,0,0,1,0
"Mechanical Engineering, Department of",University of Michigan,"Nuclear Engineering and Radiological Sciences, Department of",1,2,0,0,4,0,0,0
"Mechanical Engineering, Department of",University of Michigan,"Pathology, Department of",1,1,0,0,0,0,0,0
"Mechanical Engineering, Department of",University of Michigan,"Physics, Department of",2,40,0,0,0,1,0,0
"Mechanical Engineering, Department of",University of Michigan,"Art and Design, School of",1,0,0,0,0,1,0,0
"Mechanical Engineering, Department of",University of Michigan,"Naval Architecture and Marine Engineering, Department of",2,2,0,0,1,0,0,0
"Mechanical Engineering, Department of",University of Michigan,"Electrical and Computer Engineering, Division of",5,2,0,0,3,1,0,0
"Mechanical Engineering, Department of",University of Michigan,"Robotics, Department of",1,0,0,0,3,0,0,0
"Mechanical Engineering, Department of",Duke University,"Biomedical Engineering, Department of",4,9,0,0,0,0,4,0
"Mechanical Engineering, Department of",Duke University,"Chemistry, Department of",1,1,0,0,0,0,0,0
"Mechanical Engineering, Department of",Duke University,"Civil and Environmental Engineering, Department of",1,1,0,0,0,0,0,0
"Mechanical Engineering, Department of",Duke University,"Computer Science, Department of",1,1,0,0,0,0,0,0
"Mechanical Engineering, Department of",Duke University,"Electrical and Computer Engineering, Department of",6,8,0,0,0,0,1,0
"Mechanical Engineering, Department of",Duke University,"Mathematics, Department of",1,1,0,0,0,0,0,0
