diff_type,doi,focal_personid,focal_unitid,collab_personid,collab_unitid,collab_type
missing_from_ours,10.1021/ACSESTENGG.0C00034,60109,8962,488068,8962,Article
missing_from_ours,10.1021/ACSESTWATER.0C00034,488068,1903,60109,1907,Article
missing_from_ours,10.1021/ACSESTWATER.0C00034,488068,1903,60109,1909,Article
missing_from_ours,10.1021/ACSESTWATER.0C00034,488068,1903,60109,8962,Article
missing_from_ours,10.1021/ACSESTWATER.0C00034,488068,1909,60109,1907,Article
missing_from_ours,10.1021/ACSESTWATER.0C00034,488068,1909,60109,1909,Article
missing_from_ours,10.1021/ACSESTWATER.0C00034,488068,1909,60109,8962,Article
missing_from_ours,10.1021/ACSESTWATER.0C00034,488068,8962,60109,1907,Article
missing_from_ours,10.1021/ACSESTWATER.0C00034,488068,8962,60109,1909,Article
missing_from_ours,10.1021/ACSESTWATER.0C00034,488068,8962,60109,8962,Article
missing_from_ours,10.1021/ACSESTWATER.0C00034,60109,1907,488068,1903,Article
missing_from_ours,10.1021/ACSESTWATER.0C00034,60109,1907,488068,1909,Article
missing_from_ours,10.1021/ACSESTWATER.0C00034,60109,1907,488068,8962,Article
missing_from_ours,10.1021/ACSESTWATER.0C00034,60109,1909,488068,1903,Article
missing_from_ours,10.1021/ACSESTWATER.0C00034,60109,1909,488068,1909,Article
missing_from_ours,10.1021/ACSESTWATER.0C00034,60109,1909,488068,8962,Article
missing_from_ours,10.1021/ACSESTWATER.0C00034,60109,8962,488068,1903,Article
missing_from_ours,10.1021/ACSESTWATER.0C00034,60109,8962,488068,1909,Article
missing_from_ours,10.1021/ACSESTWATER.0C00034,60109,8962,488068,8962,Article
missing_from_ours,10.1021/ACSOMEGA.4C08041,125401,1907,141156,1903,Article
missing_from_ours,10.1021/ACSOMEGA.4C08041,125401,1907,141156,8962,Article
missing_from_ours,10.1021/ACSOMEGA.4C08041,125401,1907,412250,1906,Article
missing_from_ours,10.1021/ACSOMEGA.4C08041,125401,1907,412250,8962,Article
missing_from_ours,10.1021/ACSOMEGA.4C08041,141156,1903,125401,1907,Article
missing_from_ours,10.1021/ACSOMEGA.4C08041,141156,1903,412250,1906,Article
missing_from_ours,10.1021/ACSOMEGA.4C08041,141156,1903,412250,8962,Article
missing_from_ours,10.1021/ACSOMEGA.4C08041,141156,8962,125401,1907,Article
missing_from_ours,10.1021/ACSOMEGA.4C08041,141156,8962,412250,1906,Article
missing_from_ours,10.1021/ACSOMEGA.4C08041,141156,8962,412250,8962,Article
missing_from_ours,10.1021/ACSOMEGA.4C08041,412250,1906,125401,1907,Article
missing_from_ours,10.1021/ACSOMEGA.4C08041,412250,1906,141156,1903,Article
missing_from_ours,10.1021/ACSOMEGA.4C08041,412250,1906,141156,8962,Article
missing_from_ours,10.1021/ACSOMEGA.4C08041,412250,8962,125401,1907,Article
missing_from_ours,10.1021/ACSOMEGA.4C08041,412250,8962,141156,1903,Article
missing_from_ours,10.1021/ACSOMEGA.4C08041,412250,8962,141156,8962,Article
missing_from_ours,10.1021/JACS.2C04948,14772,1907,488074,1907,Article
missing_from_ours,10.1021/JACS.2C04948,488074,1907,14772,1907,Article
missing_from_ours,10.1038/S41377-021-00519-4,104902,1925,51541,1925,Article
missing_from_ours,10.1038/S41377-021-00519-4,51541,1925,104902,1925,Article
missing_from_ours,10.1038/S41467-021-25672-7,50211,1904,779118,1907,Article
missing_from_ours,10.1038/S41467-021-25672-7,50211,1904,779118,1909,Article
missing_from_ours,10.1038/S41467-021-25672-7,50211,1904,779118,1916,Article
missing_from_ours,10.1038/S41467-021-25672-7,50211,1904,779139,1904,Article
missing_from_ours,10.1038/S41467-021-25672-7,779118,1907,50211,1904,Article
missing_from_ours,10.1038/S41467-021-25672-7,779118,1907,779139,1904,Article
missing_from_ours,10.1038/S41467-021-25672-7,779118,1909,50211,1904,Article
