Unit,Unit Scholar,Unit Scholar ID,Collab Scholar,Collab Scholar ID,Co-Authored Articles,Co-Authored Books,Co-Authored Chapters,Co-Authored Conference Proceedings,Co-Authored Grants,Co-Authored Patents,Co-Authored Trials
"Chemistry, Department of","JOHNSON, JEREMIAH A",488073,"KULIK, HEATHER JANINE",627128,6,0,0,0,0,0,0
"Chemistry, Department of","JOHNSON, JEREMIAH A",488073,"PENTELUTE, BRADLEY L",488074,1,0,0,0,0,0,0
"Chemistry, Department of","JOHNSON, JEREMIAH A",488073,"SHALEK, ALEXANDER K",779118,2,0,0,0,0,0,0
"Chemistry, Department of","JOHNSON, JEREMIAH A",488073,"SHAO-HORN, YANG",165211,9,0,0,0,0,5,0
"Chemistry, Department of","JOHNSON, JEREMIAH A",488073,"SWAGER, TIMOTHY M",125401,1,0,0,0,0,0,0
"Chemistry, Department of","JOHNSON, JEREMIAH A",488073,"VAN VOORHIS, TROY",127724,1,0,0,0,0,0,0
"Chemistry, Department of","JOHNSON, JEREMIAH A",488073,"WILLARD, ADAM P",627131,1,0,0,0,0,0,0
"Chemistry, Department of","PENTELUTE, BRADLEY L",488074,"BUCHWALD, STEPHEN LEFFLER",14772,9,0,0,1,0,1,0
"Chemistry, Department of","PENTELUTE, BRADLEY L",488074,"JOHNSON, JEREMIAH A",488073,1,0,0,0,0,0,0
"Chemistry, Department of","PENTELUTE, BRADLEY L",488074,"KIESSLING, LAURA L",60109,1,0,0,0,0,0,0
"Chemistry, Department of","PENTELUTE, BRADLEY L",488074,"MOVASSAGHI, MOHAMMAD",157470,1,0,0,0,0,1,0
"Chemistry, Department of","PENTELUTE, BRADLEY L",488074,"NOLAN, ELIZABETH MARIE",412253,1,0,0,0,0,0,0
"Chemistry, Department of","PENTELUTE, BRADLEY L",488074,"WENDLANDT, ALISON",856136,1,0,0,0,0,0,0
"Chemistry, Department of","SHOULDERS, MATTHEW D",544460,"NOLAN, ELIZABETH MARIE",412253,0,0,0,0,0,1,0
"Chemistry, Department of","SHOULDERS, MATTHEW D",544460,"RAINES, RONALD T",178332,1,0,0,0,0,3,0
"Chemistry, Department of","KULIK, HEATHER JANINE",627128,"DINCA, MIRCEA",412252,2,0,0,0,0,0,0
"Chemistry, Department of","KULIK, HEATHER JANINE",627128,"DRENNAN, CATHY L",175862,2,0,0,0,0,0,0
"Chemistry, Department of","KULIK, HEATHER JANINE",627128,"JOHNSON, JEREMIAH A",488073,6,0,0,0,0,0,0
"Chemistry, Department of","KULIK, HEATHER JANINE",627128,"KIESSLING, LAURA L",60109,1,0,0,0,0,0,0
"Chemistry, Department of","KULIK, HEATHER JANINE",627128,"ROMAN, YURIY",412249,4,0,0,0,0,0,0
"Chemistry, Department of","SURENDRANATH, YOGESH",627130,"ROMAN, YURIY",412249,4,0,0,0,0,0,0
"Chemistry, Department of","WILLARD, ADAM P",627131,"BAWENDI, MOUNGI G",6075,2,0,0,1,0,0,0
"Chemistry, Department of","WILLARD, ADAM P",627131,"HONG, MEI",147502,1,0,0,0,0,0,0
"Chemistry, Department of","WILLARD, ADAM P",627131,"JOHNSON, JEREMIAH A",488073,1,0,0,0,0,0,0
"Chemistry, Department of","WILLARD, ADAM P",627131,"NELSON, KEITH ADAM",158105,2,0,0,1,0,0,0
"Chemistry, Department of","WILLARD, ADAM P",627131,"SCHLAU-COHEN, GABRIELA S",789733,4,0,0,0,1,0,0
"Chemistry, Department of","WILLARD, ADAM P",627131,"SHAO-HORN, YANG",165211,2,0,0,0,0,0,0
"Chemistry, Department of","SHALEK, ALEXANDER K",779118,"JOHNSON, JEREMIAH A",488073,2,0,0,0,0,0,0
"Chemistry, Department of","SHALEK, ALEXANDER K",779118,"KIESSLING, LAURA L",60109,1,0,0,0,0,0,0
"Chemistry, Department of","SCHLAU-COHEN, GABRIELA S",789733,"CAO, JIANSHU",135965,2,0,0,0,0,0,0
"Chemistry, Department of","SCHLAU-COHEN, GABRIELA S",789733,"WILLARD, ADAM P",627131,4,0,0,0,1,0,0
"Chemistry, Department of","SCHLAU-COHEN, GABRIELA S",789733,"ZHANG, BIN",827628,2,0,0,0,0,0,0
