Unit,Unit Scholar,Unit Scholar ID,Collab Institution,Collab Scholar,Collab Scholar ID,Co-Authored Articles,Co-Authored Books,Co-Authored Chapters,Co-Authored Conference Proceedings,Co-Authored Grants,Co-Authored Patents,Co-Authored Trials
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,"University of California, Santa Cruz","TURK-KUBO, KENDRA",1956150,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,University of Georgia,"BURD, ADRIAN BENEDICT",135404,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,University of Hawai'i - Manoa,"HAWCO, NICHOLAS JAMES",1109520,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,University of Hawai'i - Manoa,"POPP, BRIAN N",117778,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,University of Hawai'i - Manoa,"WHITE, ANGELIQUE E",450735,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,"University of Maine, The","BOSS, EMMANUEL",295982,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,"University of Maine, The","ESTAPA, MARGARET",846396,7,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,"University of Maine, The","HAENTJENS, NILS",1727354,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,"University of Maine, The","KARP-BOSS, LEE",295988,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,"University of Maine, The","WELLS, MARK",296001,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,University of Miami,"CLOSE, HILARY",827041,3,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,University of Miami,"HANSELL, DENNIS A",345942,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,University of North Carolina at Chapel Hill,"GIFFORD, SCOTT MICHAEL",785132,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,University of North Carolina at Chapel Hill,"MARCHETTI, ADRIAN",506347,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,University of Rhode Island,"JENKINS, BETHANY D",148848,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,University of Rhode Island,"MENDEN-DEUER, SUSANNE",222296,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,University of Rhode Island,"OMAND, MELISSA M",762477,5,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,University of Rhode Island,"RYNEARSON, TATIANA A",81776,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,University of South Carolina,"BENITEZ-NELSON, CLAUDIA R",222750,7,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,University of South Florida,"TANG, WEIYI",2033312,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,University of Southern California,"JOHN, SETH GREELEY",743917,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,"University of Southern Mississippi, The","ZHANG, XIAODONG",220441,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","CHARETTE, MATTHEW",287277,American University,"KNEE, KAREN L",524507,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","CHARETTE, MATTHEW",287277,Arizona State University,"SHOCK, EVERETT",122971,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","CHARETTE, MATTHEW",287277,California Institute of Technology,"ADKINS, JESS F",220585,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","CHARETTE, MATTHEW",287277,"College of William & Mary, The","SONG, BONGKEUN",166725,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","CHARETTE, MATTHEW",287277,Massachusetts Institute of Technology,"HORNER, TRISTAN",837849,2,0,0,1,1,0,0
"Marine Chemistry and Geochemistry, Department of","CHARETTE, MATTHEW",287277,Massachusetts Institute of Technology,"PEUCKER-EHRENBRINK, BERNHARD",288971,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","CHARETTE, MATTHEW",287277,Massachusetts Institute of Technology,"PICKART, ROBERT",288982,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","CHARETTE, MATTHEW",287277,Massachusetts Institute of Technology,"SIEVERT, STEFAN",370184,0,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","CHARETTE, MATTHEW",287277,Montana State University,"BOYD, ERIC",526805,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","CHARETTE, MATTHEW",287277,Montana State University,"COLMAN, DANIEL",768800,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","CHARETTE, MATTHEW",287277,"Ohio State University, The","SAWYER, AUDREY",638091,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","CHARETTE, MATTHEW",287277,Old Dominion University,"TAMBORSKI, JOSEPH",1401883,4,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","CHARETTE, MATTHEW",287277,Princeton University,"HIGGINS, JOHN ANDREW",543116,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","CHARETTE, MATTHEW",287277,Rowan University,"KIPP, LAUREN",1827399,3,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","CHARETTE, MATTHEW",287277,Rutgers - New Brunswick,"SANTIAGO RAMOS, DANIELLE",1812289,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","CHARETTE, MATTHEW",287277,Stanford University,"CASCIOTTI, KAREN",287253,0,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","CHARETTE, MATTHEW",287277,"Stony Brook University, State University of New York","BOKUNIEWICZ, HENRY",11220,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","CHARETTE, MATTHEW",287277,Texas A&M Corpus Christi,"MURGULET, DORINA",547029,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","CHARETTE, MATTHEW",287277,Texas A&M University,"FITZSIMMONS, JESSICA N",772322,1,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","CHARETTE, MATTHEW",287277,"University of Alabama, The","DIMOVA, NATASHA TODOROVA",750646,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","CHARETTE, MATTHEW",287277,University of Alaska Fairbanks,"STOCKWELL, DEAN ALAN",167617,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","CHARETTE, MATTHEW",287277,"University of California, Santa Barbara","DEVRIES, TIM J",632058,1,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","CHARETTE, MATTHEW",287277,"University of California, Santa Cruz","LAM, PHOEBE J",637543,3,0,0,2,0,0,0
