Unit,Unit Scholar,Unit Scholar ID,Collab Scholar,Collab Scholar ID,Co-Authored Articles,Co-Authored Books,Co-Authored Chapters,Co-Authored Conference Proceedings,Co-Authored Grants,Co-Authored Patents,Co-Authored Trials
"Marine Chemistry and Geochemistry, Department of","NICHOLSON, DAVID",488117,"SELTZER, ALAN",1584403,2,0,0,0,2,0,0
"Marine Chemistry and Geochemistry, Department of","NICHOLSON, DAVID",488117,"VAN MOOY, BENJAMIN",289597,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","GALY, VALIER",544618,"HORNER, TRISTAN",837849,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","GALY, VALIER",544618,"KIM, HYEWON",1108304,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","GALY, VALIER",544618,"PEUCKER-EHRENBRINK, BERNHARD",288971,4,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","GALY, VALIER",544618,"REDDY, CHRISTOPHER",289059,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","GALY, VALIER",544618,"WANG, ZHAOHUI ALECK",544630,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","HANSEL, COLLEEN",544620,"APPRILL, AMY",488109,3,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","HANSEL, COLLEEN",544620,"HORNER, TRISTAN",837849,1,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","HANSEL, COLLEEN",544620,"HUGHEN, KONRAD",288014,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","HANSEL, COLLEEN",544620,"KLEIN, FRIEDER",488113,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","HANSEL, COLLEEN",544620,"LONG, MATTHEW",837850,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","HANSEL, COLLEEN",544620,"REDDY, CHRISTOPHER",289059,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","HANSEL, COLLEEN",544620,"SAITO, MAKOTO",289220,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","HANSEL, COLLEEN",544620,"TIVEY, MARGARET",289548,0,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","HANSEL, COLLEEN",544620,"VAN MOOY, BENJAMIN",289597,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","HANSEL, COLLEEN",544620,"WANKEL, SCOTT",544631,12,0,0,3,4,0,0
"Marine Chemistry and Geochemistry, Department of","HANSEL, COLLEEN",544620,"WARD, COLLIN",919221,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","WANG, ZHAOHUI ALECK",544630,"GALY, VALIER",544618,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","WANG, ZHAOHUI ALECK",544630,"PEUCKER-EHRENBRINK, BERNHARD",288971,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","WANKEL, SCOTT",544631,"APPRILL, AMY",488109,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","WANKEL, SCOTT",544631,"HANSEL, COLLEEN",544620,12,0,0,3,4,0,0
"Marine Chemistry and Geochemistry, Department of","WANKEL, SCOTT",544631,"HORNER, TRISTAN",837849,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","WANKEL, SCOTT",544631,"LONG, MATTHEW",837850,0,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","WANKEL, SCOTT",544631,"SELTZER, ALAN",1584403,2,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","WANKEL, SCOTT",544631,"SUBHAS, ADAM",1108305,0,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","WANKEL, SCOTT",544631,"WARD, COLLIN",919221,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","HUBER, JULIE ADRIENNE",645272,"SEEWALD, JEFFREY",289279,5,0,0,0,0,0,0
