Unit,Unit Scholar,Unit Scholar ID,Collab Unit,Collab Scholar,Collab Scholar ID,Co-Authored Articles,Co-Authored Books,Co-Authored Chapters,Co-Authored Conference Proceedings,Co-Authored Grants,Co-Authored Patents,Co-Authored Trials
"Marine Chemistry and Geochemistry, Department of","SAITO, MAKOTO",289220,"Marine Chemistry and Geochemistry, Department of","REPETA, DANIEL",289078,1,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","SAITO, MAKOTO",289220,"Marine Chemistry and Geochemistry, Department of","SUBHAS, ADAM",1108305,2,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","SAITO, MAKOTO",289220,"Brain and Cognitive Sciences, Department of","ZHANG, FENG",488071,5,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","SEEWALD, JEFFREY",289279,"Geology and Geophysics, Department of","EDGCOMB, VIRGINIA",544617,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","SEEWALD, JEFFREY",289279,"Geology and Geophysics, Department of","GERMAN, CHRISTOPHER",287800,5,0,0,1,2,0,0
"Marine Chemistry and Geochemistry, Department of","SEEWALD, JEFFREY",289279,"Marine Chemistry and Geochemistry, Department of","HUBER, JULIE ADRIENNE",645272,5,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","SEEWALD, JEFFREY",289279,"Marine Chemistry and Geochemistry, Department of","KLEIN, FRIEDER",488113,1,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","SEEWALD, JEFFREY",289279,"Geology and Geophysics, Department of","LANG, SUSAN",779348,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","SEEWALD, JEFFREY",289279,"Earth, Atmospheric and Planetary Sciences, Department of","MARSHALL, JOHN C",176483,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","SEEWALD, JEFFREY",289279,"Geology and Geophysics, Department of","NIELSEN, SUNE",488118,0,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","SEEWALD, JEFFREY",289279,"Earth, Atmospheric and Planetary Sciences, Department of","ONO, SHUHEI",176487,2,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","SEEWALD, JEFFREY",289279,"Biology (WHOI), Department of","PACHIADAKI, MARIA G",919201,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","SEEWALD, JEFFREY",289279,"Marine Chemistry and Geochemistry, Department of","REDDY, CHRISTOPHER",289059,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","SEEWALD, JEFFREY",289279,"Biology (WHOI), Department of","SHANK, TIMOTHY",370183,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","SEEWALD, JEFFREY",289279,"Biology (WHOI), Department of","SIEVERT, STEFAN",370184,5,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","SEEWALD, JEFFREY",289279,"Marine Chemistry and Geochemistry, Department of","TIVEY, MARGARET",289548,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","TIVEY, MARGARET",289548,"Marine Chemistry and Geochemistry, Department of","HANSEL, COLLEEN",544620,0,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","TIVEY, MARGARET",289548,"Geology and Geophysics, Department of","NIELSEN, SUNE",488118,0,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","TIVEY, MARGARET",289548,"Marine Chemistry and Geochemistry, Department of","SEEWALD, JEFFREY",289279,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","TIVEY, MARGARET",289548,"Biology (WHOI), Department of","SIEVERT, STEFAN",370184,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","VAN MOOY, BENJAMIN",289597,"Biology (WHOI), Department of","ALURU, NEEL",544613,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","VAN MOOY, BENJAMIN",289597,"Marine Chemistry and Geochemistry, Department of","APPRILL, AMY",488109,0,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","VAN MOOY, BENJAMIN",289597,"Geology and Geophysics, Department of","BERNHARD, JOAN",287119,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","VAN MOOY, BENJAMIN",289597,"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","VAN MOOY, BENJAMIN",289597,"Biology, Department of","CHISHOLM, SALLIE W",20948,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","VAN MOOY, BENJAMIN",289597,"Biology (WHOI), Department of","GAST, REBECCA",370177,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","VAN MOOY, BENJAMIN",289597,"Biology (WHOI), Department of","HAHN, MARK",370201,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","VAN MOOY, BENJAMIN",289597,"Marine Chemistry and Geochemistry, Department of","HANSEL, COLLEEN",544620,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","VAN MOOY, BENJAMIN",289597,"Biology (WHOI), Department of","JOHNSON, MATT",370203,0,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","VAN MOOY, BENJAMIN",289597,"Geology and Geophysics, Department of","MARCHAL, OLIVIER",288564,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","VAN MOOY, BENJAMIN",289597,"Marine Chemistry and Geochemistry, Department of","NICHOLSON, DAVID",488117,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","VAN MOOY, BENJAMIN",289597,"Marine Chemistry and Geochemistry, Department of","REDDY, CHRISTOPHER",289059,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","VAN MOOY, BENJAMIN",289597,"Marine Chemistry and Geochemistry, Department of","REPETA, DANIEL",289078,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","VAN MOOY, BENJAMIN",289597,"Biology (WHOI), Department of","SIEVERT, STEFAN",370184,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","VAN MOOY, BENJAMIN",289597,"Biology (WHOI), Department of","SOSIK, HEIDI",370185,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","VAN MOOY, BENJAMIN",289597,"Biology (WHOI), Department of","STEGEMAN, JOHN",370225,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","VAN MOOY, BENJAMIN",289597,"Marine Chemistry and Geochemistry, Department of","SUBHAS, ADAM",1108305,0,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","APPRILL, AMY",488109,"Earth, Atmospheric and Planetary Sciences, Department of","BABBIN, ANDREW R",827674,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","APPRILL, AMY",488109,"Geology and Geophysics, Department of","COHEN, ANNE",287363,1,0,0,0,0,0,0
