Unit,Unit Scholar,Unit Scholar ID,Collab Scholar,Collab Scholar ID,Co-Authored Articles,Co-Authored Books,Co-Authored Chapters,Co-Authored Conference Proceedings,Co-Authored Grants,Co-Authored Patents,Co-Authored Trials
"Materials Science and Engineering, Department of","LEBEAU, JAMES M",436500,"JARAMILLO, RAFAEL",789757,6,0,0,0,0,0,0
"Materials Science and Engineering, Department of","LEBEAU, JAMES M",436500,"LI, JU",488102,0,0,0,0,1,0,0
"Materials Science and Engineering, Department of","LEBEAU, JAMES M",436500,"ROSS, CAROLINE A",163144,8,0,0,0,0,0,0
"Materials Science and Engineering, Department of","LEBEAU, JAMES M",436500,"ROSS, FRANCES MARY",884356,2,0,0,0,0,0,0
"Materials Science and Engineering, Department of","LEBEAU, JAMES M",436500,"SHAO-HORN, YANG",165211,4,0,0,0,0,0,0
"Materials Science and Engineering, Department of","LEBEAU, JAMES M",436500,"TASAN, CEMAL",827638,4,0,0,0,1,0,0
"Materials Science and Engineering, Department of","LEBEAU, JAMES M",436500,"TULLER, HARRY L",90491,4,0,0,0,0,0,0
"Materials Science and Engineering, Department of","LEBEAU, JAMES M",436500,"YILDIZ, BILGE",173103,5,0,0,0,0,0,0
"Materials Science and Engineering, Department of","ANIKEEVA, POLINA OLEGOVNA",488093,"FINK, YOEL",37997,6,0,0,0,0,2,0
"Materials Science and Engineering, Department of","ANIKEEVA, POLINA OLEGOVNA",488093,"LEBEAU, JAMES M",436500,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","ANIKEEVA, POLINA OLEGOVNA",488093,"ROSS, FRANCES MARY",884356,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","LI, JU",488102,"BEACH, GEOFFREY STEPHEN",287087,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","LI, JU",488102,"DAO, MING",432434,2,0,0,0,0,3,0
"Materials Science and Engineering, Department of","LI, JU",488102,"FINK, YOEL",37997,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","LI, JU",488102,"GOMEZ-BOMBARELLI, RAFAEL",827387,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","LI, JU",488102,"GROSSMAN, JEFFREY C",412313,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","LI, JU",488102,"JARAMILLO, RAFAEL",789757,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","LI, JU",488102,"KIM, JEEHWAN",789790,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","LI, JU",488102,"LEBEAU, JAMES M",436500,0,0,0,0,1,0,0
"Materials Science and Engineering, Department of","LI, JU",488102,"OLIVETTI, ELSA A",779104,2,0,0,0,0,0,0
