Unit,Unit Scholar,Unit Scholar ID,Collab Unit,Collab Scholar,Collab Scholar ID,Co-Authored Articles,Co-Authored Books,Co-Authored Chapters,Co-Authored Conference Proceedings,Co-Authored Grants,Co-Authored Patents,Co-Authored Trials
"Civil and Environmental Engineering, Department of","MUELLER, CAITLIN T",779101,"Architecture, Department of","REINHART, CHRISTOPH",544448,3,0,0,1,0,0,0
"Civil and Environmental Engineering, Department of","MUELLER, CAITLIN T",779101,"Architecture, Department of","SASS, LAWRENCE",164042,2,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","MUELLER, CAITLIN T",779101,"Mechanical Engineering, Department of","YANG, MARIA",100078,0,0,0,0,1,0,0
"Civil and Environmental Engineering, Department of","CORDERO SANCHEZ, OTTO X",789734,"Civil and Environmental Engineering, Department of","CHISHOLM, SALLIE W",20948,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","CORDERO SANCHEZ, OTTO X",789734,"Earth, Atmospheric and Planetary Sciences, Department of","FOURNIER, GREGORY P",779073,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","CORDERO SANCHEZ, OTTO X",789734,"Marine Chemistry and Geochemistry, Department of","KUJAWINSKI, ELIZABETH",288370,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","CORDERO SANCHEZ, OTTO X",789734,"Civil and Environmental Engineering, Department of","SAAVEDRA SANCHEZ, SERGUEI",825731,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","MASIC, ADMIR",789736,"Media Arts and Sciences, Program in","BREAZEAL, CYNTHIA LYNN",12743,0,0,0,1,0,0,0
"Civil and Environmental Engineering, Department of","MASIC, ADMIR",789736,"Civil and Environmental Engineering, Department of","BUYUKOZTURK, ORAL",14923,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","MASIC, ADMIR",789736,"Chemistry, Department of","SHAO-HORN, YANG",165211,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","MASIC, ADMIR",789736,"Civil and Environmental Engineering, Department of","ULM, FRANZ-JOSEF",90673,3,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","DES MARAIS, DAVID LEE",825730,"Civil and Environmental Engineering, Department of","AMIN, SAURABH",488075,0,0,0,0,1,0,0
"Civil and Environmental Engineering, Department of","DES MARAIS, DAVID LEE",825730,"Civil and Environmental Engineering, Department of","ENTEKHABI, DARA",34408,0,0,0,0,1,0,0
"Civil and Environmental Engineering, Department of","DES MARAIS, DAVID LEE",825730,"Civil and Environmental Engineering, Department of","HARVEY, CHARLES F",43839,0,0,0,0,1,0,0
"Civil and Environmental Engineering, Department of","SAAVEDRA SANCHEZ, SERGUEI",825731,"Civil and Environmental Engineering, Department of","ALM, ERIC J",176231,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","SAAVEDRA SANCHEZ, SERGUEI",825731,"Civil and Environmental Engineering, Department of","CORDERO SANCHEZ, OTTO X",789734,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","SAAVEDRA SANCHEZ, SERGUEI",825731,"Physics, Department of","TAYLOR, WASHINGTON",60252,2,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","LIEBERMAN, TAMI DANIELLE",827385,"Civil and Environmental Engineering, Department of","ALM, ERIC J",176231,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","CARSTENSEN, JOSEPHINE V",924534,"Mechanical Engineering, Department of","BECKER, KAITLYN P",1631699,0,0,0,1,0,0,0
"Civil and Environmental Engineering, Department of","CARSTENSEN, JOSEPHINE V",924534,"Civil and Environmental Engineering, Department of","MUELLER, CAITLIN T",779101,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","WU, CATHY",1108290,"Electrical Engineering and Computer Sciences, Department of","DAHLEH, MUNTHER A",26320,0,0,0,1,0,0,0
"Civil and Environmental Engineering, Department of","WU, CATHY",1108290,"Civil and Environmental Engineering, Department of","ZHAO, JINHUA",627170,1,0,0,1,0,0,0
"Civil and Environmental Engineering, Department of","HOWLAND, MICHAEL",1351828,"Civil and Environmental Engineering, Department of","AMIN, SAURABH",488075,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","JADBABAIE-MOGHADAM, ALI",60885,"Management, Sloan School of","BERTSIMAS, DIMITRIS J",133474,2,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","JADBABAIE-MOGHADAM, ALI",60885,"Aeronautics and Astronautics, Department of","CARLONE, LUCA",827382,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","JADBABAIE-MOGHADAM, ALI",60885,Institute for Medical Engineering and Science (IMES),"CELI, LEO ANTHONY G",630714,2,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","JADBABAIE-MOGHADAM, ALI",60885,"Institute for Data, Systems, and Society (IDSS)","CHRISTIA, FOTINI",176625,1,0,0,0,0,0,0
